Id;Name;Firstname;Lastname;Age;Birth date;Birth place;Birth country;Nationality;Height;Weight;Injured;Photo;Team id;Team name;Team logo;League id;League name;League country;League logo;League flag;League season;Games appearences;Games lineups;Games minutes;Games number;Games position;Games rating;Games captain;Substitutes in;Substitutes out;Substitutes bench;Shots total;Shots on;Goals total;Goals conceded;Goals assists;Goals saves;Passes total;Passes key;Passes accuracy;Tackles total;Tackles blocks;Tackles interceptions;Duels total;Duels won;Dribbles attempts;Dribbles success;Dribbles past;Fouls drawn;Fouls committed;Cards yellow;Cards yellowred;Cards red;Penalty won;Penalty commited;Penalty scored;Penalty missed;Penalty saved
285196;Javier Domingo Salvador;Javier;Domingo Salvador;25;1996-12-06;;Spain;Spain;;;;https://media.api-sports.io/football/players/285196.png;15306;Ribadumia;https://media.api-sports.io/football/teams/15306.png;143;Copa del Rey;Spain;https://media.api-sports.io/football/leagues/143.png;https://media.api-sports.io/flags/es.svg;2020;1;1;90;;Defender;6.900000;;0;0;0;;;0;0;;;32;;25;1;3;1;7;3;1;1;;;3;1;0;0;;;0;0;
285197;Santiago Padín Bermúdez;Santiago;Padín Bermúdez;28;1993-07-27;;Spain;Spain;;;;https://media.api-sports.io/football/players/285197.png;15306;Ribadumia;https://media.api-sports.io/football/teams/15306.png;143;Copa del Rey;Spain;https://media.api-sports.io/football/leagues/143.png;https://media.api-sports.io/flags/es.svg;2020;1;1;66;;Defender;6.300000;;0;1;0;;;0;0;;;17;;10;2;;;7;4;1;1;;;1;1;0;0;;;0;0;
285198;Miguel Ángel Vázquez Bustelo;Miguel Ángel;Vázquez Bustelo;39;1982-02-28;;Spain;Spain;;;;https://media.api-sports.io/football/players/285198.png;15306;Ribadumia;https://media.api-sports.io/football/teams/15306.png;143;Copa del Rey;Spain;https://media.api-sports.io/football/leagues/143.png;https://media.api-sports.io/flags/es.svg;2020;1;1;90;;Defender;6.900000;;0;0;0;;;0;0;;;44;;39;2;1;;7;4;;;;;;0;0;0;;;0;0;
288668;José Luis Vicente Zornoza;José Luis;Vicente Zornoza;21;2000-09-11;;Spain;Spain;;;;https://media.api-sports.io/football/players/288668.png;5264;Gimnástica Torrelavega;https://media.api-sports.io/football/teams/5264.png;143;Copa del Rey;Spain;https://media.api-sports.io/football/leagues/143.png;https://media.api-sports.io/flags/es.svg;2020;1;0;10;;Midfielder;;;1;0;1;;;0;;;;;;;;;;;;;;;;;0;0;0;;;;;
288819;Ian Olivera Maxwell;Ian;Olivera Maxwell;;;;Spain;Spain;;;;https://media.api-sports.io/football/players/288819.png;5271;Navalcarnero;https://media.api-sports.io/football/teams/5271.png;143;Copa del Rey;Spain;https://media.api-sports.io/football/leagues/143.png;https://media.api-sports.io/flags/es.svg;2020;0;0;0;;Attacker;;;0;0;4;;;0;0;;;;;;;;;;;;;;;;0;0;0;;;0;0;
288842;Gastón Alonso Kappes;Gastón;Alonso Kappes;20;2001-02-07;;Spain;Spain;;;;https://media.api-sports.io/football/players/288842.png;5283;Yeclano;https://media.api-sports.io/football/teams/5283.png;143;Copa del Rey;Spain;https://media.api-sports.io/football/leagues/143.png;https://media.api-sports.io/flags/es.svg;2020;0;0;0;;Midfielder;7.300000;;0;0;0;1;1;0;0;;;34;;31;5;1;1;10;6;;;;;1;0;0;0;;;0;0;
295907;Romaguera;Romaguera;Romaguera;;;;Spain;Spain;;;;https://media.api-sports.io/football/players/295907.png;9381;Atlético Baleares;https://media.api-sports.io/football/teams/9381.png;143;Copa del Rey;Spain;https://media.api-sports.io/football/leagues/143.png;https://media.api-sports.io/flags/es.svg;2020;0;0;0;;Midfielder;;;0;0;1;;;0;;;;;;;;;;;;;;;;;0;0;0;;;;;
296913;Alejandro Rodríguez-Caso Schwarz;Alejandro;Rodríguez-Caso Schwarz;25;1996-07-10;;Germany;Spain;188 cm;;;https://media.api-sports.io/football/players/296913.png;9408;Portugalete;https://media.api-sports.io/football/teams/9408.png;143;Copa del Rey;Spain;https://media.api-sports.io/football/leagues/143.png;https://media.api-sports.io/flags/es.svg;2020;0;0;0;;Defender;;;0;0;1;;;0;;;;;;;;;;;;;;;;;0;0;0;;;;;
6796;T. Velaphi;Tando;Velaphi;34;1987-04-17;Perth;Australia;Australia;186 cm;75 kg;;https://media.api-sports.io/football/players/6796.png;940;Perth Glory;https://media.api-sports.io/football/teams/940.png;188;A-League;Australia;https://media.api-sports.io/football/leagues/188.png;https://media.api-sports.io/flags/au.svg;2020;7;7;630;;Goalkeeper;6.985714;;0;0;19;;;0;11;;29;191;;18;;;1;5;5;;;;2;;1;0;0;;;0;0;1
6858;Josh Hope;Josh;Hope;22;1998-01-07;Hobart;Australia;Australia;184 cm;;;https://media.api-sports.io/football/players/6858.png;944;Melbourne Victory;https://media.api-sports.io/football/teams/944.png;188;A-League;Australia;https://media.api-sports.io/football/leagues/188.png;https://media.api-sports.io/flags/au.svg;2020;;;;;Midfielder;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6873;J. Elsey;Jordan;Elsey;27;1994-03-02;Adelaide;Australia;Australia;188 cm;82 kg;;https://media.api-sports.io/football/players/6873.png;948;Adelaide United;https://media.api-sports.io/football/teams/948.png;188;A-League;Australia;https://media.api-sports.io/football/leagues/188.png;https://media.api-sports.io/flags/au.svg;2020;27;27;2403;;Defender;6.829629;;0;0;0;8;3;1;0;;;1556;11;47;22;15;28;158;96;4;3;;8;20;4;1;0;;;0;0;
6891;P. Niyongabire;Pacifique;Niyongabire;21;2000-03-15;;Burundi;Australia;;;;https://media.api-sports.io/football/players/6891.png;948;Adelaide United;https://media.api-sports.io/football/teams/948.png;188;A-League;Australia;https://media.api-sports.io/football/leagues/188.png;https://media.api-sports.io/flags/au.svg;2020;18;1;275;;Attacker;6.550000;;17;2;18;5;2;0;0;2;;102;6;4;4;;5;69;19;19;5;;6;5;0;0;0;;;0;0;
6944;N. James;Noah;James;20;2001-02-14;;Australia;Australia;;;;https://media.api-sports.io/football/players/6944.png;946;Newcastle Jets;https://media.api-sports.io/football/teams/946.png;188;A-League;Australia;https://media.api-sports.io/football/leagues/188.png;https://media.api-sports.io/flags/au.svg;2020;0;0;0;;Goalkeeper;;;0;0;0;;;0;0;;;;;;;;;;;;;;;;0;0;0;;;0;0;0
6970;V. Janjetović;Vedran;Janjetović;34;1987-08-20;Zagreb;Croatia;Australia;187 cm;84 kg;;https://media.api-sports.io/football/players/6970.png;939;Western Sydney Wanderers;https://media.api-sports.io/football/teams/939.png;188;A-League;Australia;https://media.api-sports.io/football/leagues/188.png;https://media.api-sports.io/flags/au.svg;2020;0;0;0;;Goalkeeper;;;0;0;0;;;0;;;;;;;;;;;;;;;;;0;0;0;;;;;
7027;C. Ngoy;Charles Lokoli;Ngoy;24;1997-03-02;;Australia;Australia;;;;https://media.api-sports.io/football/players/7027.png;942;Wellington Phoenix;https://media.api-sports.io/football/teams/942.png;188;A-League;Australia;https://media.api-sports.io/football/leagues/188.png;https://media.api-sports.io/flags/au.svg;2020;9;0;115;;Attacker;6.644444;;9;0;20;5;1;0;0;;;18;2;1;1;;;23;14;8;4;;1;1;0;0;0;;;0;0;
7034;J. Clisby;Jack;Clisby;29;1992-02-16;Perth;Australia;Australia;180 cm;72 kg;;https://media.api-sports.io/football/players/7034.png;941;Central Coast Mariners;https://media.api-sports.io/football/teams/941.png;188;A-League;Australia;https://media.api-sports.io/football/leagues/188.png;https://media.api-sports.io/flags/au.svg;2020;27;27;2445;;Defender;7.103703;;0;2;0;20;9;2;0;1;;1047;48;28;46;14;46;216;113;16;8;;19;33;4;0;0;;;0;0;
38841;T. Hudson-Wihongi;Te Atawhai;Hudson-Wihongi;26;1995-03-27;;New Zealand;New Zealand;187 cm;83 kg;;https://media.api-sports.io/football/players/38841.png;942;Wellington Phoenix;https://media.api-sports.io/football/teams/942.png;188;A-League;Australia;https://media.api-sports.io/football/leagues/188.png;https://media.api-sports.io/flags/au.svg;2020;4;0;68;;Defender;6.266666;;4;0;9;;;0;0;;;45;;13;;;1;4;2;;;;;2;0;0;0;;;0;0;
68037;L. McGing;Liam;McGing;23;1998-12-11;;Australia;Australia;;;;https://media.api-sports.io/football/players/68037.png;942;Wellington Phoenix;https://media.api-sports.io/football/teams/942.png;188;A-League;Australia;https://media.api-sports.io/football/leagues/188.png;https://media.api-sports.io/flags/au.svg;2020;7;6;562;;Defender;6.928571;;1;0;6;;;0;0;;;261;;34;8;10;7;39;19;;;;4;6;0;0;0;;;0;0;
130113;G. Colli;Giordano;Colli;20;2000-03-12;;Australia;Australia;;;;https://media.api-sports.io/football/players/130113.png;940;Perth Glory;https://media.api-sports.io/football/teams/940.png;188;A-League;Australia;https://media.api-sports.io/football/leagues/188.png;https://media.api-sports.io/flags/au.svg;2020;;;;;Midfielder;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
138306;D. Hughes;Declan;Hughes;20;2000-05-27;;England;England;;;;https://media.api-sports.io/football/players/138306.png;940;Perth Glory;https://media.api-sports.io/football/teams/940.png;188;A-League;Australia;https://media.api-sports.io/football/leagues/188.png;https://media.api-sports.io/flags/au.svg;2020;;;;;Midfielder;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
153633;Y. Petratos;Yerasimakis;Petratos;21;2000-09-11;;Australia;Australia;178 cm;77 kg;;https://media.api-sports.io/football/players/153633.png;946;Newcastle Jets;https://media.api-sports.io/football/teams/946.png;188;A-League;Australia;https://media.api-sports.io/football/leagues/188.png;https://media.api-sports.io/flags/au.svg;2020;4;0;37;;Attacker;6.475000;;4;0;7;;;0;0;;;16;;3;2;;;9;4;1;;;1;2;0;0;0;;;0;0;
153637;T. Ostler;Trent;Ostler;18;2002-04-03;;Australia;Australia;;;;https://media.api-sports.io/football/players/153637.png;940;Perth Glory;https://media.api-sports.io/football/teams/940.png;188;A-League;Australia;https://media.api-sports.io/football/leagues/188.png;https://media.api-sports.io/flags/au.svg;2020;;;;;Attacker;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156985;Y. Abetew;Yared;Abetew;22;1999-06-15;;Australia;Australia;;;;https://media.api-sports.io/football/players/156985.png;948;Adelaide United;https://media.api-sports.io/football/teams/948.png;188;A-League;Australia;https://media.api-sports.io/football/leagues/188.png;https://media.api-sports.io/flags/au.svg;2020;8;3;304;;Defender;6.571428;;5;1;11;1;1;0;0;1;;181;3;21;8;1;6;27;13;3;3;;1;7;1;0;0;;;0;0;
167015;N. Smith;Noah;Smith;21;2000-12-15;;Australia;Australia;;;;https://media.api-sports.io/football/players/167015.png;948;Adelaide United;https://media.api-sports.io/football/teams/948.png;188;A-League;Australia;https://media.api-sports.io/football/leagues/188.png;https://media.api-sports.io/flags/au.svg;2020;9;9;766;;Defender;7.011111;;0;3;0;;;0;0;;;420;6;36;22;5;26;89;50;17;11;;6;8;3;0;0;;;0;0;
187948;M. Muratovic;Mirza;Muratovic;21;2000-01-14;;Australia;Australia;;;;https://media.api-sports.io/football/players/187948.png;942;Wellington Phoenix;https://media.api-sports.io/football/teams/942.png;188;A-League;Australia;https://media.api-sports.io/football/leagues/188.png;https://media.api-sports.io/flags/au.svg;2020;8;3;300;;Attacker;6.512500;;5;3;12;7;4;2;0;;;58;2;5;3;;1;29;7;2;1;;3;4;1;0;0;;;0;0;
191968;D. Ochsenham;Dakota;Ochsenham;22;1999-09-28;;Australia;Australia;;;;https://media.api-sports.io/football/players/191968.png;948;Adelaide United;https://media.api-sports.io/football/teams/948.png;188;A-League;Australia;https://media.api-sports.io/football/leagues/188.png;https://media.api-sports.io/flags/au.svg;2020;0;0;0;;Goalkeeper;;;0;0;19;;;0;0;;;;;;;;;;;;;;;;0;0;0;;;0;0;1
